usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
59,86,77,6873,483,356,8.191525194031632,15.025371154684429,344526,150807,5.363451164187861,590,1543417
60,86,77,6902,482,359,8.257872954022098,15.053285817675034,349451,152516,5.393661082372483,500,1540723
60,86,78,6870,484,356,8.2,15.0,344994,151519,5.4,512,1539402
65,132,88,7573,525,357,8.290364670764038,18.156350067217563,346871,151855,6.128499391286673,694,1543803
66,123,153,7237,659,423,8.232646712379198,16.59404738733346,349261,151856,6.072876186387145,601,1541468
62,52,8,5133,612,439,12.557916903977343,8.155366210096835,263258,23527,5.835946128716652,2801,1535411
63,52,7,5109,605,440,12.606809347508365,8.25505527114989,269286,22833,5.794347772139783,2750,1534123
63,53,8,5144,607,439,12.64262871883246,8.111854611478165,271885,24521,5.75924831378283,2745,1538126
62,53,7,5102,606,441,12.566200783141666,8.195942380209498,265626,26416,5.757181885701123,2751,1536107
62,53,8,5081,617,443,12.644603290599015,8.273097202005184,266875,25718,5.757395694698339,2820,1537124
63,42,8,6675,185,87,7.629524218503405,21.803900780438987,283065,160406,5.563614371166978,186,1537255
63,41,9,6632,181,88,7.586501861588005,21.78582473989561,286145,161423,5.5920779166683126,142,1540605
64,42,8,6598,194,85,7.631675072293943,21.831910004298685,284782,158380,5.577519014722019,70,1538886
63,42,8,6652,185,85,7.570807581913646,21.833233089758554,288124,161839,5.594835555095367,212,1533450
63,41,8,6647,184,84,7.567167425407998,21.88314215506808,283066,162633,5.561103671153241,229,1541559
72,10,0,3863,491,413,7.768992615017501,2.2039783987390718,369390,95980,2.0599040744735717,8152,1839115
72,9,1,3889,482,414,7.792686186724584,2.1229902847499167,375821,95438,1.950550439344813,8270,1832008
71,10,0,3791,486,413,7.877363270792259,2.2422940548185712,370044,94631,2.0022832515555864,8126,1837775
72,9,0,3854,491,412,7.79524539375332,2.1754810899323984,371186,92939,2.0452991406220526,8189,1837755
72,9,1,3884,485,412,7.8343019448194235,2.2598492106274386,367025,94195,2.0061256657536086,8208,1839387
73,17,0,5331,677,530,8.106130825624334,2.161647455216724,353933,149922,6.199670251662205,289,1542935
73,16,0,5282,678,527,8.054619147213021,2.232563998289993,353206,149636,6.2102539777992165,165,1544656
72,17,0,5280,683,529,8.118418097362822,2.1681668879292766,353547,149375,6.219690875364843,218,1545168
73,18,0,5276,681,528,8.0,2.2,353135,151126,6.2,231,1544432
73,18,0,5312,682,527,7.957077434870807,2.177945550222646,355096,148178,6.2069119693286945,245,1542917
73,21,7,6576,200,109,3.7826503619704095,9.409203246086205,280900,10402,5.792978470991161,742,1532778
73,21,7,6607,203,115,3.769733671669821,9.30440046626793,275249,10323,5.7884343653485395,898,1526031
73,21,7,6665,200,112,3.8266295879290846,9.339330061968464,279659,5155,5.762915698588032,761,1530699
72,22,7,6599,203,117,3.7615915741371944,9.455206244828604,274167,14187,5.7595287073218575,833,1525559
72,22,7,6606,199,112,3.777989907808825,9.327285393064548,279021,5874,5.758134772913602,777,1532381
74,19,7,6892,355,202,2.2,8.8,172921,81519,4.2,943,1631170
74,18,7,6871,350,203,2.2374780210631506,8.78269784976109,168499,81790,4.185391580028089,906,1631122
74,18,7,6902,355,204,2.182713812137688,8.760701731374832,167221,81880,4.170322104864599,953,1629522
73,18,6,6871,348,199,2.260725721872453,8.756563555239042,176023,82521,4.153353757152134,1025,1634663
