Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
40973,2004,06/03/2005,Bristol,77 VIEW ST,89470.0,170000.0,0.526294118,NaN,NaN,NaN,NaN,NaN,NaN
40992,2004,08/02/2005,Manchester,1194A MT W,21700.0,81500.0,0.266257669,NaN,NaN,NaN,NaN,NaN,NaN
41027,2004,09/01/2005,Hamden,92 FENWAY DR,69020.0,225750.0,0.305736434,NaN,NaN,NaN,NaN,NaN,NaN
41039,2004,09/09/2005,Middletown,40 INVERNESS LN,56150.0,156000.0,0.359935897,NaN,NaN,NaN,NaN,NaN,NaN
41040,2004,06/21/2005,Bristol,820 MATTHEW ST 42,50320.0,122000.0,0.412459016,NaN,NaN,NaN,NaN,NaN,NaN
41126,2004,01/18/2005,Bridgeport,975 9 PEARL HARBOR ST,99470.0,66200.0,1.502567976,NaN,NaN,25.0,NaN,NaN,NaN
41126,2004,07/05/2005,Bristol,132 ROBERTSON ST,58880.0,135000.0,0.436148148,NaN,NaN,NaN,NaN,NaN,NaN
41157,2004,05/03/2005,Danbury,7 E PEARL ST,109100.0,275000.0,0.396727273,NaN,NaN,NaN,NaN,NaN,POINT (-73.45551 41.38858)
41164,2004,09/07/2005,Manchester,107 STRICKLAND ST,81700.0,165000.0,0.495151515,NaN,NaN,NaN,NaN,NaN,NaN
41190,2004,08/02/2005,Fairfield,41 REVERE LN,355110.0,735000.0,0.483142857,NaN,NaN,NaN,NaN,NaN,POINT (-73.27558 41.19872)
41197,2004,01/27/2005,Bridgeport,250 N BISHOP AVE,27108.0,70000.0,0.387257143,NaN,NaN,NaN,NaN,NaN,NaN
41201,2004,05/09/2005,Danbury,38 WOODSIDE AVE,42400.0,90000.0,0.471111111,NaN,NaN,NaN,NaN,NaN,NaN
41208,2004,07/22/2005,Bristol,31 WILLIAMS ST,76870.0,50.0,1537.4,NaN,NaN,10.0,NaN,NaN,NaN
41264,2004,08/01/2005,Bristol,181 SHERBROOKE ST 22,57110.0,138000.0,0.41384058,NaN,NaN,NaN,NaN,NaN,NaN
41296,2004,02/04/2005,Bridgeport,25 JENNIFER DR,150710.0,303000.0,0.497392739,NaN,NaN,NaN,NaN,NaN,NaN
41307,2004,02/07/2005,Bridgeport,267 9 SCOFIELD AVE,203701.0,370000.0,0.550543243,NaN,NaN,NaN,NaN,NaN,NaN
41429,2004,09/01/2005,Bristol,71 DIVINITY ST,88560.0,232500.0,0.380903226,NaN,NaN,NaN,NaN,NaN,NaN
41441,2004,02/25/2005,Bridgeport,775 7 CAPITOL AVE,161841.0,299000.0,0.541274247,NaN,NaN,NaN,NaN,NaN,NaN
41442,2004,09/02/2005,Bristol,345 BREWSTER RD,208070.0,305500.0,0.681080196,NaN,NaN,NaN,NaN,NaN,NaN
41516,2004,06/06/2005,New Haven,37 BARNETT ST,115290.0,385000.0,0.299454545,NaN,NaN,1,NaN,NaN,POINT (-72.96602 41.32459)
41573,2004,07/19/2005,Hartford,95-97 LOVE LN,51800.0,168000.0,0.308333333,NaN,NaN,NaN,NaN,NaN,POINT (-72.68259 41.79329)
41633,2004,09/30/2005,Meriden,179 CAMP ST,59570.0,241000.0,0.247178423,NaN,NaN,NaN,NaN,NaN,NaN
41719,2004,03/31/2005,Bridgeport,50 GREENHOUSE RD 41C,103025.0,174000.0,0.592097701,NaN,NaN,NaN,NaN,NaN,POINT (-73.22105 41.21826)
41734,2004,07/29/2005,Danbury,5 NABBY RD B137,33000.0,85000.0,0.388235294,NaN,NaN,NaN,NaN,NaN,NaN
41795,2004,08/29/2005,Hartford,39-41 YORK ST,66430.0,215000.0,0.308976744,NaN,NaN,NaN,NaN,NaN,NaN
41858,2004,05/23/2005,Stamford,477 COVE RD,152050.0,449000.0,0.338641425,NaN,NaN,NaN,NaN,NaN,NaN
41890,2004,04/15/2005,Bridgeport,86 JAMES ST,110740.0,132500.0,0.835773585,NaN,NaN,1.0,NaN,NaN,POINT (-73.19631 41.18205)
41910,2004,04/18/2005,Bridgeport,151 BRONX AVE,145531.0,290000.0,0.501831034,NaN,NaN,NaN,NaN,NaN,NaN
41955,2004,09/28/2005,Hartford,141 HARTLAND ST,52920.0,148000.0,0.357567568,NaN,NaN,NaN,NaN,NaN,NaN
42031,2004,04/29/2005,Bridgeport,405 7 ATLANTIC ST,112490.0,285000.0,0.394701754,NaN,NaN,NaN,NaN,NaN,NaN
42186,2004,05/12/2005,Bridgeport,221 OAK ST,18316.0,1100.0,16.65090909,NaN,NaN,25.0,NaN,NaN,NaN
42420,2004,06/03/2005,Bridgeport,53 HENDERSON ST,106750.0,260000.0,0.410576923,NaN,NaN,NaN,NaN,NaN,NaN
42879,2004,07/18/2005,Bridgeport,199-205 SEELEY ST,33472.0,350000.0,0.095634286,NaN,NaN,25.0,NaN,NaN,NaN
42976,2004,07/27/2005,Bridgeport,1021 3 WOOD AVE,119350.0,335000.0,0.356268657,NaN,NaN,NaN,NaN,NaN,POINT (-73.21442 41.18509)
42994,2004,07/28/2005,Bridgeport,1995 7 MAIN ST,173250.0,470000.0,0.368617021,NaN,NaN,NaN,NaN,NaN,NaN
43452,2004,09/09/2005,Bridgeport,615 PLATT ST,104370.0,160000.0,0.6523125,NaN,NaN,NaN,NaN,NaN,NaN
43487,2004,09/13/2005,Bridgeport,105 EZRA ST,31150.0,50000.0,0.623,NaN,NaN,NaN,NaN,NaN,NaN
43598,2004,09/26/2005,Bridgeport,50 JANE ST,61600.0,128000.0,0.48125,NaN,NaN,NaN,NaN,NaN,POINT (-73.18484 41.1904)
50085,2005,02/07/2006,Woodbury,40 TUTTLE RD,106080.0,240000.0,0.442,NaN,NaN,NaN,NaN,NaN,NaN
50102,2005,07/19/2006,Goshen,55 SHARON TPKE,67990.0,140000.0,0.485642857,NaN,NaN,13,NaN,NaN,NaN
60173,2006,12/19/2006,Newington,252 KITTS LN,129440.0,200000.0,0.6472,NaN,NaN,NaN,NaN,NaN,NaN
60248,2006,07/12/2007,Windsor Locks,ORCHARD HL DR,57800.0,95000.0,0.608421053,NaN,NaN,NaN,NaN,NaN,NaN
61471,2006,05/29/2007,Waterbury,RADNOR AVE,7560.0,19800.0,0.381818182,NaN,NaN,NaN,NaN,NaN,NaN
90196,2009,06/10/2010,Darien,4 EDDY LANE,453880.0,606250.0,0.748668041,NaN,NaN,NaN,NaN,NaN,NaN
100124,2010,12/17/2010,Meriden,74 SO BROAD ST,471440.0,360000.0,1.309555556,NaN,NaN,NaN,NaN,NaN,NaN
100237,2010,12/30/2010,Norwalk,115 FILLOW ST 80,223020.0,300000.0,0.7434,Condo,Condo,NaN,NaN,NaN,NaN
150161,2015,07/28/2016,Tolland,GEHRING ROAD,12600.0,15000.0,0.84,NaN,NaN,NaN,NaN,NaN,NaN
190560,2019,05/12/2020,Meriden,85 CROWN VLG,26180.0,57500.0,0.4553,Condo,Condo,NaN,NaN,NaN,NaN
200001,2020,10/02/2020,East Granby,1 NUTMEG ROAD,161900.0,245000.0,0.6608,Residential,Single Family,NaN,NaN,NaN,POINT (-72.74096 41.90276)
200002,2020,10/01/2020,Branford,12 CEDAR PARK,53300.0,100000.0,0.533,Residential,Condo,NaN,NaN,NaN,NaN
200002,2020,10/01/2020,Bridgeport,773 CONNECTICUT AVE APT 1,16797235.0,25000.0,671.8894,Commercial,NaN,25 - Other,COOP (THE BRIDGEPORT WILMOT APTS INC),NaN,NaN
200005,2020,10/02/2020,Shelton,106 TOAS ST,128240.0,292100.0,0.439,Residential,Single Family,NaN,NaN,NaN,POINT (-73.08688 41.30244)
200011,2020,10/09/2020,Plainville,135 B WHITING ST,92120.0,135000.0,0.6823,Residential,Two Family,NaN,NaN,NaN,NaN
200012,2020,10/21/2020,New Hartford,9 HARMONY HILL ROAD,128100.0,217360.0,0.5893,Residential,Single Family,NaN,NaN,NaN,POINT (-73.04348 41.80052)
200013,2020,10/13/2020,East Haddam,2 PINEHURST LANE,124880.0,142000.0,0.8794,Residential,Condo,NaN,NaN,NaN,NaN
200014,2020,10/08/2020,Stonington,6 KENSINGTON CT,271400.0,417000.0,0.6508,Residential,Condo,NaN,NaN,NaN,POINT (-71.94346 41.35249)
200019,2020,10/14/2020,Madison,25 ST FRANCIS WOODS RD,212800.0,343000.0,0.6204,Residential,Single Family,NaN,NaN,NaN,POINT (-72.6605 41.34177)
200019,2020,11/10/2020,Thomaston,219 JACKSON ST,93800.0,175000.0,0.536,Residential,Single Family,NaN,NaN,NaN,POINT (-73.07645 41.65794)
200020,2020,10/26/2020,Hebron,44 JAN DR,155730.0,276000.0,0.5642,Residential,Single Family,NaN,NaN,NaN,NaN
200020,2020,11/05/2020,Preston,37 BUNNY RD,194000.0,325000.0,0.5969,Residential,Single Family,NaN,NaN,NaN,NaN
200023,2020,10/09/2020,South Windsor,1103 TWIN CIRCLE DR,79000.0,133000.0,0.5939,Residential,Condo,NaN,NaN,NaN,NaN
200023,2020,11/06/2020,Mansfield,69 CEDAR SWAMP RD,100100.0,150000.0,0.6673,Residential,Single Family,NaN,NaN,NaN,POINT (-72.2793 41.82767)
200025,2020,10/28/2020,Coventry,184 OLD OAK TR,143500.0,251900.0,0.5696,Residential,Single Family,NaN,NaN,NaN,NaN
200027,2020,12/27/2020,East Granby,4 SOUTHWOOD LANE,201600.0,295000.0,0.6833,Residential,Single Family,NaN,NaN,NaN,NaN
200028,2020,10/20/2020,New London,106 VAUXHALL ST,117810.0,195000.0,0.6041,Residential,Single Family,NaN,NaN,NaN,POINT (-72.10727 41.36178)
200029,2020,11/18/2020,Portland,13 COE AVE EXT,84070.0,182000.0,0.4619,Residential,Single Family,NaN,038-0032,NaN,NaN
200030,2020,11/04/2020,Putnam,57 ARTHUR ST,102100.0,84000.0,1.2154,Residential,Single Family,26 - Rehabilitation Deferred,NaN,NaN,NaN
200032,2020,01/15/2021,Roxbury,7 GARNET RD,1009470.0,2243000.0,0.45,Residential,Single Family,NaN,NaN,NaN,POINT (-73.30372 41.51674)
200033,2020,10/27/2020,Suffield,13 BRANDYWINE LN,103110.0,152500.0,0.6761,Residential,Condo,NaN,NaN,NaN,NaN
200034,2020,10/13/2020,Torrington,128 TORCON DR,83870.0,113100.0,0.7415,Residential,Single Family,10 - A Will,EXECUTOR DEED/PROBATE SALE,NaN,POINT (-73.10015 41.80354)
200036,2020,10/27/2020,Wolcott,264 LYMAN RD #1-14,70340.0,88000.0,0.7993,Residential,Condo,NaN,appears arms length-avg market time no sales or financing concessions noted,NaN,NaN
200039,2020,11/02/2020,Colchester,135 WOODBINE RD,198300.0,332500.0,0.5963,Residential,Single Family,NaN,NaN,NaN,NaN
200040,2020,11/05/2020,Westbrook,611 TOBY HILL RD,249580.0,430000.0,0.5804,Residential,Single Family,NaN,CAPE,NaN,NaN
200042,2020,11/24/2020,Hebron,61 CARRIAGE DR,168970.0,355000.0,0.4759,Residential,Single Family,NaN,NaN,NaN,POINT (-72.38255 41.6688)
200044,2020,10/14/2020,Manchester,36 PRIMER ROAD,164400.0,275000.0,0.597818182,Residential,Single Family,25 - Other,TRUSTEES DEED,NaN,POINT (-72.53958 41.75725)
200045,2020,10/21/2020,Norwich,51 DIVISION ST,81000.0,105000.0,0.7714,Residential,Two Family,NaN,NaN,NaN,NaN
200046,2020,10/27/2020,Guilford,100 FALL RD,223340.0,450000.0,0.4963,Residential,Single Family,NaN,NaN,NaN,POINT (-72.68279 41.33401)
200051,2020,11/04/2020,New Canaan,881 VALLEY RD,1515360.0,2050000.0,0.7392,Residential,Single Family,NaN,NaN,NaN,POINT (-73.48602 41.18365)
200053,2020,10/15/2020,Manchester,93 PHELPS ROAD,96300.0,186200.0,0.5171,Residential,Single Family,NaN,NaN,NaN,POINT (-72.515 41.79141)
200054,2020,10/20/2020,Torrington,27 ALLISON DR,140810.0,239000.0,0.5891,Residential,Single Family,NaN,NaN,NaN,POINT (-73.08142 41.82483)
200054,2020,10/26/2020,Simsbury,15 GREAT POND ROAD,198750.0,337500.0,0.5888,Residential,Single Family,NaN,NaN,NaN,POINT (-72.81714 41.88082)
200056,2020,11/03/2020,Cheshire,10 ROCKVIEW DR,199620.0,345900.0,0.5771,Residential,Single Family,NaN,NaN,NaN,POINT (-72.91814 41.47362)
200059,2020,11/19/2020,Bloomfield,291 TUNXIS AVENUE,123310.0,190000.0,0.649,Residential,Single Family,NaN,NaN,NaN,NaN
200060,2020,04/06/2021,East Granby,8 MILLER ROAD,116900.0,215000.0,0.5437,Residential,Single Family,NaN,NaN,NaN,NaN
200061,2020,10/16/2020,Milford,33 HOWARD CT,163440.0,290000.0,0.5635,Residential,Single Family,NaN,NaN,NaN,NaN
200062,2020,12/16/2020,Canton,38 BART DRIVE,405550.0,722500.0,0.5613,Residential,Single Family,NaN,NaN,NaN,NaN
200063,2020,11/10/2020,New Fairfield,19 HUDSON,243100.0,370000.0,0.657,Residential,Single Family,NaN,NaN,NaN,NaN
200063,2020,11/25/2020,Essex,5 FOXBORO RD LOT 5,958700.0,1400000.0,0.6847,Vacant Land,NaN,NaN,NaN,NaN,POINT (-72.39169 41.36282)
200064,2020,10/22/2020,Branford,122 FOXBRIDGE VILLAGE,122000.0,215000.0,0.5674,Residential,Condo,NaN,NaN,NaN,POINT (-72.8275 41.3081)
200068,2020,12/02/2020,Coventry,47 SATARI DR,158300.0,130000.0,1.2176,Residential,Single Family,01 - Family,NaN,NaN,NaN
200071,2020,10/20/2020,Manchester,451 WOODLAND STREET,100200.0,190000.0,0.5273,Residential,Single Family,NaN,NaN,NaN,NaN
200072,2020,01/20/2021,Portland,RIVERVIEW ST EXT,1050.0,385000.0,0.0027,Vacant Land,NaN,25 - Other,012-0053 1 SALE = 2 PARCELS 004-0006,NaN,NaN
200073,2020,01/25/2021,Woodstock,11 OLD SAWMILL RD,116700.0,240000.0,0.4862,Residential,Single Family,NaN,NaN,NaN,NaN
200073,2020,11/17/2020,Avon,448 COUNTRY CLUB ROAD,186280.0,260000.0,0.7164,Residential,Single Family,NaN,NaN,NaN,POINT (-72.87386 41.7906)
200074,2020,05/26/2021,Sterling,597 BAILEY RD,251270.0,430000.0,0.5843,Residential,Single Family,NaN,ONE FAMILY BUILT 1999 ON 2.25 ACRES,NaN,POINT (-71.79794 41.64342)
200075,2020,01/29/2021,Middlebury,147 SOUTH ST,368100.0,535000.0,0.688,Residential,Single Family,NaN,NaN,NaN,POINT (-73.12423 41.52329)
200077,2020,04/28/2021,Goshen,168 WEST HYERDALE DRIVE,274200.0,575000.0,0.4768,Residential,Single Family,NaN,NaN,NaN,NaN
200077,2020,10/30/2020,South Windsor,39 MAIN ST,13840.0,17500.0,0.7908,Vacant Land,NaN,28 - Use Assessment,NaN,NaN,POINT (-72.62969 41.8008)
200077,2020,12/09/2020,Suffield,65 SUNSET DR,312970.0,499900.0,0.626,Residential,Single Family,NaN,NaN,NaN,NaN
200078,2020,08/24/2021,Lyme,126 NORWICH SALEM RD,210200.0,371000.0,0.5665,Residential,Single Family,NaN,NaN,NaN,POINT (-72.37706 41.42483)
200079,2020,03/03/2021,Woodbridge,10 FRASER DR,286090.0,485000.0,0.5898,Residential,Single Family,NaN,NaN,NaN,NaN
200080,2020,05/03/2021,Goshen,LOT 20  MEADOWCREST SOUTH,89150.0,100000.0,0.8915,Vacant Land,NaN,NaN,NaN,NaN,NaN
200081,2020,01/25/2021,East Windsor,7 WESLEY RD,107120.0,240000.0,0.4463,Residential,Single Family,07 - Change in Property,RENOVATIONS AFTER 10/1,NaN,NaN
200083,2020,10/26/2020,Trumbull,519 BOOTH HILL ROAD,176400.0,327000.0,0.5394,Residential,Single Family,NaN,NaN,NaN,POINT (-73.16901 41.25874)
200083,2020,12/31/2020,Essex,15 NEW CITY ST,646000.0,1275000.0,0.5066,Residential,Single Family,NaN,NaN,NaN,POINT (-72.39304 41.35907)
200085,2020,11/23/2020,Vernon,9 SHADY BROOK LN,187290.0,289000.0,0.648,Residential,Condo,NaN,NaN,NaN,POINT (-72.49538 41.84845)
200086,2020,02/23/2021,Portland,10 MAPLE RD,205030.0,295000.0,0.695,Residential,Single Family,25 - Other,034-0006 1 SALE = 2 PARCELS 034-0007,NaN,NaN
200086,2020,05/13/2021,Bethany,52 OLD FAIRWOOD RD,202270.0,250000.0,0.809,Residential,Single Family,01 - Family,NaN,NaN,NaN
200086,2020,11/10/2020,Guilford,379 WHITFIELD ST BN1534,18280.0,11000.0,1.6618,Residential,Condo,NaN,DOCKOMINIUM/BOAT SLIP,NaN,NaN
200090,2020,12/29/2020,East Haddam,54 MOODUS LEESVILLE RD,307190.0,392000.0,0.7836,Residential,Single Family,28 - Use Assessment,NaN,NaN,POINT (-72.4629 41.50057)
200091,2020,11/09/2020,Guilford,66-38 HIGH ST,947330.0,1625000.0,0.582972308,Residential,Condo,07 - Change in Property,NaN,NEW CONSTRUCTION,NaN
200094,2020,10/22/2020,Bristol,LOT 50 FIFTH ST,25200.0,30000.0,0.84,Vacant Land,NaN,NaN,NaN,NaN,NaN
200094,2020,11/25/2020,Madison,16 CANBORNE WAY,259300.0,395000.0,0.6564,Residential,Condo,25 - Other,assignment of leasehold interest,NaN,POINT (-72.54919 41.28018)
200094,2020,12/02/2020,New Fairfield,8 GALLOPING HILL RD,241500.0,440000.0,0.5488,Residential,Single Family,NaN,NaN,NaN,POINT (-73.26541 41.17802)
200096,2020,02/04/2021,Westbrook,79 WESLEY AVE,143810.0,272500.0,0.5277,Residential,Single Family,NaN,"RANCH, LOF",NaN,POINT (-72.45721 41.28494)
200101,2020,12/04/2020,New Fairfield,153 PINE HILL RD,364900.0,540000.0,0.6757,Residential,Single Family,NaN,NaN,NaN,POINT (-73.50517 41.50893)
200104,2020,01/21/2021,Litchfield,34 HUTCHINSON PKWY,539260.0,1495000.0,0.36070903,Residential,Single Family,28 - Use Assessment,NaN,NaN,POINT (-73.22884 41.76121)
200104,2020,04/05/2021,Old Lyme,23 TALCOTT FARM RD,846700.0,2495000.0,0.3393,Residential,Single Family,NaN,NaN,NaN,POINT (-72.33178 41.33095)
200105,2020,07/09/2021,Bethany,560 CARRINGTON RD,117530.0,280000.0,0.41975,Residential,Single Family,07 - Change in Property,NaN,COMPLETELY RENOVATED PER MLS,POINT (-72.97106 41.44493)
200106,2020,03/24/2021,Portland,JOBS POND RDE,17710.0,240000.0,0.0737,Vacant Land,NaN,24 - Plottage,033-0010 PLOTTAGE,NaN,NaN
200107,2020,10/28/2020,New Haven,155 VALLEY ST,185080.0,280000.0,0.661,Residential,Single Family,NaN,NaN,NaN,POINT (-72.96375 41.33037)
200108,2020,01/19/2021,Coventry,75 PADEN RD,107300.0,213250.0,0.5031,Residential,Single Family,NaN,NaN,NaN,POINT (-72.30905 41.77242)
200112,2020,11/13/2020,Norwich,136 HUNTERS RD #49,31600.0,58900.0,0.5365,Residential,Single Family,NaN,NaN,NaN,POINT (-72.05814 41.56044)
200114,2020,06/08/2021,New Hartford,390 SOUTH ROAD,151340.0,303000.0,0.4994,Residential,Single Family,NaN,NaN,NaN,NaN
200115,2020,10/26/2020,Milford,5 POINT BEACH DR,929720.0,1500000.0,0.6198,Residential,Single Family,NaN,NaN,NaN,NaN
200117,2020,03/24/2021,Mansfield,WARRENVILLE RD- LOT 19,3800.0,156000.0,0.024358974,Vacant Land,NaN,28 - Use Assessment,LAND IN PA490,NaN,NaN
200117,2020,04/12/2021,Portland,33 EDGEWOOD ROAD,126770.0,206000.0,0.6153,Residential,Single Family,NaN,057-0052,NaN,NaN
200123,2020,11/10/2020,Shelton,730 BOOTH HILL RD,210350.0,206000.0,1.0211,Residential,Single Family,NaN,NaN,NaN,NaN
200124,2020,11/24/2020,East Haven,180 TYLER ST,146810.0,188000.0,0.7809,Residential,Single Family,NaN,NaN,NaN,NaN
200128,2020,11/19/2020,Groton,32 MIDDLEFIELD ST,665490.0,1200000.0,0.5545,Residential,Single Family,NaN,NaN,NaN,POINT (-72.00675 41.31415)
200131,2020,12/18/2020,East Lyme,13 BRONSON ST,385280.0,208333.34,1.8493,Residential,Single Family,08 - Part Interest,"1/3 PROPERTY TOTAL SP=$625,000",NaN,NaN
200132,2020,09/28/2021,East Granby,28 SPOONVILLE ROAD,157000.0,260000.0,0.6038,Residential,Single Family,NaN,NaN,NaN,NaN
200133,2020,12/14/2020,Simsbury,56 HILLTOP DRIVE,74070.0,47500.0,1.5593,Residential,Condo,26 - Rehabilitation Deferred,INV PURCHASE - FLIPPER,NaN,NaN
200133,2020,12/18/2020,Madison,86 LIBERTY ST,318000.0,910000.0,0.3494,Vacant Land,NaN,NaN,NaN,NaN,NaN
200134,2020,09/16/2021,Washington,205 TINKER HILL RD,421540.0,640000.0,0.6586,Residential,Single Family,NaN,NaN,NaN,NaN
200136,2020,11/16/2020,Trumbull,44 HIGHGATE RD,266070.0,478500.0,0.556,Residential,Single Family,NaN,NaN,NaN,POINT (-73.21537 41.23583)
200138,2020,11/03/2020,West Hartford,136 KANE STREET UNIT A4,40250.0,76000.0,0.5296,Residential,Condo,NaN,NaN,NaN,POINT (-72.71986 41.75089)
200141,2020,02/22/2021,Suffield,137 EAST ST S,200800.0,360000.0,0.5577,Residential,Single Family,28 - Use Assessment,PA490,NaN,NaN
200142,2020,12/07/2020,Farmington,13 WALNUT ST,289960.0,475850.0,0.609351686,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION HOUSE,NaN,POINT (-72.87692 41.75514)
200144,2020,12/11/2020,Stonington,30 BURDICK LA,6200.0,42000.0,0.1476,Vacant Land,NaN,06 - Portion of Property,NaN,NaN,POINT (-71.8402 41.36862)
200148,2020,06/30/2021,Hebron,32 HILLCREST DR,169790.0,400000.0,0.4244,Residential,Single Family,NaN,NaN,NaN,POINT (-72.3357 41.6245)
200149,2020,11/05/2020,West Hartford,26 ELLSWORTH ROAD,279300.0,426000.0,0.6556,Residential,Single Family,NaN,NaN,NaN,POINT (-72.74511 41.75814)
200151,2020,12/16/2020,Stonington,37 HINCKLEY ST,181500.0,435000.0,0.4172,Residential,Single Family,NaN,NaN,NaN,POINT (-71.95781 41.3624)
200158,2020,02/18/2021,New London,400 BANK ST 401,162890.0,199000.0,0.8185,Residential,Condo,NaN,NaN,NaN,NaN
200158,2020,05/12/2021,Middlebury,360 LEONARD RD,167700.0,263500.0,0.636432638,Residential,Single Family,NaN,NaN,NaN,POINT (-73.09729 41.5188)
200158,2020,05/19/2021,Westbrook,50 POST AVE,136090.0,340000.0,0.4002,Residential,Single Family,NaN,COTTAGE,NaN,NaN
200159,2020,01/11/2021,East Lyme,81 E PATTAGANSETT RD #52,84070.0,87000.0,0.966321839,Residential,Condo,25 - Other,NaN,VERY LOW SALE PRICE COMPARED TO OTHER UNITS PER MLS,POINT (-72.2047 41.32815)
200159,2020,03/24/2021,Coventry,152 CHENEY LN,705400.0,975000.0,0.7234,Residential,Single Family,06 - Portion of Property,NaN,NaN,NaN
200163,2020,08/18/2021,Killingworth,33 WHITEWOOD ROAD,21860.0,57500.0,0.380173913,Residential,Single Family,NaN,NaN,MOBILE HOME,NaN
200175,2020,11/17/2020,Meriden,228 HIGH HILL RD,149170.0,150000.0,0.994466667,Residential,Single Family,01 - Family,NaN,NaN,NaN
200176,2020,09/07/2021,Woodbridge,34 APPLE TREE LN,192640.0,380000.0,0.5069,Residential,Single Family,NaN,NaN,NaN,NaN
200179,2020,01/28/2021,Madison,162 MUNGERTOWN RD,194900.0,300000.0,0.6496,Residential,Single Family,01 - Family,family sale,NaN,POINT (-72.62565 41.29078)
200179,2020,12/23/2020,East Haven,6 ELLIS RD,50690.0,70000.0,0.7241,Vacant Land,NaN,NaN,NaN,NaN,POINT (-72.88103 41.24352)
200181,2020,11/16/2020,West Hartford,41 PAGE AVENUE,138710.0,282000.0,0.4918,Residential,Single Family,NaN,NaN,NaN,NaN
200183,2020,11/18/2020,New Haven,225 SHERMAN AV,205800.0,425855.0,0.4832,Apartments,NaN,NaN,NaN,NaN,POINT (-72.94361 41.3137)
200192,2020,06/02/2021,Rocky Hill,4 WINESAP CIRCLE,115990.0,195000.0,0.5948,Residential,Condo,NaN,NaN,NaN,POINT (-72.65304 41.67311)
200195,2020,06/03/2021,Rocky Hill,1303 HARBOR VIEW DRIVE,55930.0,96000.0,0.5826,Residential,Condo,NaN,NaN,NaN,NaN
200195,2020,08/12/2021,Easton,140 BEERS ROAD,444980.0,777500.0,0.5723,Residential,Single Family,NaN,NaN,NaN,NaN
200196,2020,06/08/2021,Windsor Locks,319 SOUTH CENTER ST,119420.0,160500.0,0.744,Residential,Single Family,NaN,NaN,NaN,POINT (-72.63623 41.90813)
200196,2020,07/12/2021,Portland,144 BARTLETT ST,135100.0,275000.0,0.4912,Residential,Single Family,NaN,050-0062,NaN,NaN
200197,2020,04/28/2021,Cromwell,211 SKYVIEW DRIVE,113050.0,180000.0,0.628,Residential,Condo,NaN,NaN,NaN,NaN
200197,2020,09/27/2021,Bolton,10 RIGA LANE,156600.0,300000.0,0.522,Residential,Single Family,NaN,NaN,NaN,NaN
200202,2020,05/05/2021,Coventry,79 FREDERICK DR,318500.0,510000.0,0.6245,Residential,Single Family,NaN,NaN,NaN,NaN
200205,2020,11/10/2020,Danbury,6 PONDSIDE WAY,244200.0,432000.0,0.5652,Residential,Condo,NaN,L14077-91,NaN,POINT (-73.41489 41.39546)
200206,2020,07/06/2021,Mansfield,20 LIBERTY DR,144500.0,240000.0,0.602,Residential,Condo,NaN,VILLAGES@FREEDOM GREEN CONDOS,NaN,POINT (-72.2105 41.73833)
200209,2020,07/08/2021,Mansfield,58A CRYSTAL LANE,68500.0,145000.0,0.4724,Residential,Condo,NaN,NaN,NaN,POINT (-72.30775 41.82128)
200209,2020,11/17/2020,Norwalk,29 EAST AVE,285460.0,548000.0,0.5209,Residential,Two Family,NaN,1-80-40-0,NaN,NaN
200213,2020,07/22/2021,Middlebury,5 WINDING TRAIL,194000.0,330000.0,0.587878788,Residential,Condo,NaN,NaN,NaN,POINT (-73.13524 41.51645)
200214,2020,11/25/2020,New Haven,"922,934, 938 STATE",1244530.0,3150000.0,0.395,Commercial,NaN,NaN,NaN,NaN,NaN
200217,2020,08/19/2021,Portland,8 SILVER ST,85890.0,95000.0,0.904105263,Residential,Single Family,26 - Rehabilitation Deferred,019-0011 REHAB DEFERRED,NaN,POINT (-72.64183 41.57288)
200218,2020,04/15/2021,Killingly,32 POLLY AVE,128730.0,276000.0,0.4664,Residential,Single Family,NaN,NaN,NaN,POINT (-71.84785 41.8132)
200218,2020,11/12/2020,Danbury,85 TOWN HILL AVE,177300.0,146000.0,1.2143,Residential,Two Family,01 - Family,FAMILY TRANSFER / J14046,NaN,POINT (-73.44575 41.39341)
200222,2020,06/10/2021,East Haddam,4 WINTERBROOKE RD,37110.0,51500.0,0.7205,Vacant Land,NaN,NaN,NaN,NaN,POINT (-72.44973 41.48929)
200224,2020,12/02/2020,Meriden,67 REYNOLDS DR,130480.0,130000.0,1.0036,Residential,Single Family,08 - Part Interest,NaN,NaN,POINT (-72.77263 41.55162)
200226,2020,01/06/2021,Groton,0 ALLYN ST LOT 1 & 0 WHITEHALL,91490.0,57500.0,1.591130435,Vacant Land,NaN,25 - Other,"2 VACANT LOTS - ALLYN ST ASSMT=44,800 & WHITEHALL ASSMT=46,690",NaN,NaN
200226,2020,10/19/2020,Waterbury,32 HAWKINS ST,55290.0,130000.0,0.4253,Residential,Three Family,NaN,NaN,NaN,NaN
200227,2020,12/03/2020,Middletown,198 POPLAR RD,187060.0,300000.0,0.6235,Residential,Single Family,NaN,NaN,NaN,NaN
200229,2020,09/16/2021,Westbrook,27 KIRTLAND ST,133200.0,365000.0,0.3649,Residential,Single Family,NaN,COLONIAL,NaN,NaN
