Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
8,M,0.39864900422264954,0.3190392411976434,0.1098741688134482,0.35616828143192425,0.13955312568841585,0.09844259152080093,0.10145315247301914
8,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
7,F,0.4008555888930778,0.31817615616923245,0.10968023755907368,0.34871610875052744,0.14153220824792348,0.09893612603124734,0.09806365350507618
8,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
7,M,0.400882939367145,0.3181090126082872,0.10961666634237588,0.3601819395963888,0.14212051385819735,0.10018406651764775,0.10067666700132138
8,F,0.4032159015074892,0.31925227438223774,0.11055312234312369,0.348796337506723,0.14070429626160208,0.09901326296512546,0.09767421156152385
8,F,0.3994226856799335,0.3201593311507239,0.10974450093378052,0.353309052839379,0.13806995866448168,0.09567561466333326,0.10001285527457314
7,I,0.4014785026060572,0.3271043800339783,0.12034339799837607,0.3169135244430227,0.13201209118222332,0.05856219003805975,0.09492960598555765
7,M,0.40161276292871256,0.32416327272091244,0.11974374624958228,0.3212992243914923,0.13528445028114613,0.05615109288334875,0.09573880458194325
7,I,0.40240604963377447,0.3242665872393915,0.11927593876095018,0.3183381721883763,0.1347555595767072,0.056570871095544206,0.09320633693241423
7,F,0.4001934361246031,0.32435285878884185,0.11947913563865614,0.31504424298893574,0.13585962969683862,0.055566757051461586,0.097589467294
8,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095
8,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095
8,F,0.39767374104040054,0.32651833725102547,0.1204041861864911,0.32854201989927295,0.13372444694596786,0.05598227182492275,0.09520044351777587
7,F,0.41431726656320333,0.30382816303948706,0.12966567129224615,0.32047475073574655,0.12804746789696386,0.07368814118497978,0.10500196767403835
8,M,0.41802608494995963,0.30671641405290584,0.12941044318433798,0.32672568513413824,0.13046049146372451,0.0773130932524016,0.10412297672618873
7,M,0.4146954670887979,0.30285733347864857,0.12973907668643608,0.3143494691122872,0.12994495046905039,0.076964532178677,0.10477337740903214
7,F,0.4143662691242925,0.3042229030798415,0.129563009754687,0.32316042257738814,0.13063243420748147,0.07512138080250752,0.1060147493378704
8,F,0.4130135364230353,0.3065767748521361,0.12942965583569419,0.3097828556233635,0.1326999090207414,0.07412561476991833,0.10657154493013586
8,F,0.4168653598450483,0.3052715773686761,0.13056846560549187,0.3271905739441765,0.1315346120625055,0.07380644919410191,0.10463810104221426
7,F,0.41713672178578204,0.30385304154590426,0.12936690234152248,0.3143104974861156,0.13232632080273,0.07824981670815095,0.10420799029548582
8,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
7,I,0.42563716893993486,0.3288382507100766,0.11563153140600252,0.40863206976982974,0.15845341502749807,0.07972446338327549,0.13653972211555185
7,F,0.4235897654566241,0.32878498829055314,0.11448283993003158,0.41226641119289514,0.1601829326798135,0.07981534447038545,0.13359137743779556
8,M,0.4256184067138626,0.331119289798171,0.11551432811671182,0.40773266546447584,0.16354652568643413,0.08190182706664581,0.1342837945117236
7,F,0.42522241093698837,0.33183326575482575,0.11529016518844501,0.4041984179177538,0.1628065068621934,0.08103575576265233,0.13555522620443047
8,F,0.4262386744724541,0.330693125150747,0.11540071008422143,0.40979041820060275,0.16423589390581872,0.0807676625603977,0.13655663383628452
8,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
8,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
8,M,0.45051643549747633,0.3567598281123918,0.10528081302521225,0.5266646048485786,0.23768913897696037,0.11839967033090262,0.144843308464516
8,M,0.452981536011632,0.35517101549067115,0.10515560161875859,0.5266482608555068,0.23854194379306867,0.11393528024116789,0.14196896285843144
7,F,0.4489220616362122,0.35422507764973016,0.10401353238950853,0.5278691892881482,0.23854339090468427,0.11737423368996049,0.1432585820071963
7,F,0.4494612979573031,0.35572306772075296,0.10526106772432543,0.5216740913708565,0.23533955928582787,0.1171332430563834,0.14484010525666577
8,M,0.4499982380899084,0.35647501554691813,0.10513791784009775,0.5292402954673444,0.2388669980239976,0.1173411640259951,0.1461774273553532
7,F,0.4517109084747503,0.3531472861331443,0.10498055366044179,0.5316128259484041,0.2335667928712224,0.1155973948768012,0.1451275605241988
8,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24
7,I,0.4600207906197322,0.42726348782675805,0.15562245554382417,0.744798564468228,0.30073148819704204,0.1516774425609007,0.2390525412833669
8,M,0.4588286764941172,0.425001038486982,0.15471556816784943,0.7430646172670047,0.2999298492116075,0.1508091813713054,0.24069599714497142
8,M,0.4599909256121344,0.4257424919973857,0.1550497743038618,0.7445014555815556,0.2991224220071164,0.15314097653795608,0.24062243767396166
8,F,0.46086505539828027,0.4249023739733461,0.15527837981523374,0.7511755662627035,0.29804710457825645,0.15007761460189697,0.23879964256546454
8,F,0.46099098097491636,0.4243894661947524,0.15529611547936298,0.7458385500019435,0.30311684245562415,0.15166472434369638,0.23946903279321338
8,F,0.4592561764375125,0.4233096521346338,0.1550980062027369,0.7500579757642355,0.300078922940868,0.15064830404752963,0.2382786859911778
8,F,0.5002986423879897,0.4017778420728173,0.1399783274053768,0.6602745662776902,0.25871020529009797,0.17705760586192157,0.21912591178931481
7,F,0.4998254530872525,0.40100618281659844,0.14038438195814454,0.6582365927525067,0.25655183186726443,0.1790997687813709,0.22024192943519685
7,F,0.4989368373480641,0.3994255213772623,0.1396861263734521,0.6601896458255743,0.25585742136961664,0.17423489519455412,0.21864006911823586
7,F,0.49964367387291453,0.401311851950499,0.1393768496378004,0.6581574340395133,0.25757398861789527,0.17489111960637027,0.218334809274006
8,F,0.5013208893715878,0.40239665703461786,0.140288357098506,0.66135051454445,0.2576035580067673,0.1773307895787811,0.22277103576096577
8,F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22
7,F,0.5041884392380082,0.40015588210211095,0.13903607934803544,0.6712148423977661,0.2570629567573925,0.1778408692130721,0.22085755123176462
8,M,0.5212899101133739,0.40564705730107137,0.11578141926117935,0.7821634649956645,0.32215097428425477,0.18299324275626344,0.22154278288564988
7,M,0.5171043405576634,0.40308734754494685,0.11478496372076834,0.7774295998413772,0.32232573816116805,0.18604002514435136,0.2205743747374751
8,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22
7,F,0.5196925114909698,0.4048088617848934,0.11567273331140876,0.7743111696457367,0.31964306537761383,0.18287869298930828,0.21940660081996657
8,F,0.5201174633705751,0.4054222446453925,0.11535862467776047,0.772050001136155,0.3217400048941798,0.1841654510002449,0.219559829465568
8,I,0.5176916093238266,0.40597708156840606,0.11391305580099806,0.7768457126477579,0.31912629496848527,0.1857709649939045,0.22065498880185674
7,F,0.5203694504418287,0.4039840764140755,0.11502740839031791,0.7827280395877246,0.31912237958475725,0.1836777401011115,0.22000337663177083
7,F,0.6090619526327815,0.4940530931399381,0.1846912940339973,1.1461449813181033,0.5402867572580611,0.29090927025078206,0.24351151849395372
7,M,0.6092244018010271,0.4946829204272619,0.18497517338397654,1.1526656339590733,0.5383415218213454,0.2917296051659635,0.2450809820855515
8,F,0.6088732275645673,0.49432092781824405,0.1852393040561328,1.1585494040464193,0.5383356383714787,0.2902843282459396,0.24656540815894412
8,F,0.6080483076617207,0.49604011173900714,0.1853218678879273,1.14968026017362,0.5360025108476976,0.2920932233826811,0.2432852001954406
8,F,0.6079138231078951,0.49411491620493725,0.18541884044100082,1.15487965569793,0.5362402184650353,0.28826543056532317,0.24229145697188043
8,I,0.6119675208797599,0.4945531483537047,0.1839760057487838,1.1552065427933234,0.5403699783192282,0.2900022562280008,0.24495476422824045
8,M,0.6116329962899927,0.49540196325214086,0.1846890725609948,1.1513968740051375,0.5390514734423228,0.2897569893126791,0.2462261298401055
8,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04
8,F,0.2991408967750858,0.22842620908057645,0.07986946466472683,0.11405077144465728,0.03970868424488527,0.02701549278684591,0.04062151306861158
7,F,0.3017310532420412,0.23183581395991404,0.08023896000044634,0.12898410828230777,0.04546292190849182,0.02623984011600325,0.04118935685247769
8,I,0.2988123431270868,0.23099361546944086,0.08002934690667622,0.13086343668978628,0.047476555924298426,0.025748283505319457,0.039930313659303225
8,F,0.2991818385688284,0.22802171035612673,0.08034046678780049,0.13488358947063178,0.04623635082452052,0.027328312956174487,0.03951518228659988
7,M,0.30264586670276866,0.2316785644284365,0.0801073648186596,0.1308661655337949,0.03846640925791753,0.02508994909731637,0.03800185431005896
7,M,0.30016823351046,0.22771669181540208,0.08010230614558671,0.12219517171990124,0.04424368832942651,0.02558121877773441,0.039547260817534534
8,F,0.3165382141031595,0.2463805235100298,0.08484286837169426,0.1433080017430032,0.04994135247266991,0.049408713299924245,0.050584392225872535
8,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
8,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
7,F,0.31423020881812036,0.24650054827028534,0.08497813941735685,0.14934397542252037,0.055482488903723294,0.048388753297291934,0.051149326311039384
8,F,0.3151196509635602,0.24523288782244482,0.08485590368939117,0.14307245606718985,0.05134008255241474,0.046994482143719186,0.05132645969543758
8,F,0.31593639539671775,0.2466490293219338,0.08493106208853647,0.14612132191540375,0.054860721423573226,0.047762370021162195,0.049243236272101434
8,M,0.31391392889176467,0.24558808878492885,0.08495203010914548,0.1387855813761442,0.05224224205735021,0.04546253539531082,0.04952540267506491
8,I,0.3300044938753835,0.25569756096095037,0.08500585799748839,0.17123783847475682,0.06103799191265665,0.03794160919341358,0.0590413402325759
8,F,0.32973474569281197,0.2535030916892467,0.08417160870352815,0.16931004486954818,0.060242038279055485,0.03888977741301362,0.0576190392277687
8,F,0.330227532242121,0.2552567070752728,0.08467678769643143,0.17026872943156596,0.06360859572428772,0.04018786013973532,0.05947094808974095
7,I,0.3298217936923911,0.2562780680891356,0.08524905325008267,0.16958855790306965,0.06879655758649514,0.03739548485861024,0.06024210349676274
7,F,0.3278505948260576,0.2555054757873928,0.0852213853161481,0.17359740439679416,0.061767313819900464,0.03796764986757396,0.061489167771683645
7,F,0.3291005292175553,0.2544220406701222,0.08454701378043332,0.1667112523992715,0.05811709256676399,0.038118010764889,0.060960286244181865
8,I,0.33001853651110546,0.25846573494416075,0.08565922277208252,0.15630458415472892,0.06271365697575675,0.03842998421873307,0.05920241152030595
7,F,0.357730124479262,0.2741989090061517,0.08501979671185435,0.21131856226961612,0.09126611822370917,0.06072926602802906,0.15127149036824372
7,M,0.35445416918251205,0.2732842168800923,0.08502577861761514,0.2180312899910614,0.08910132399545896,0.05828279389526683,0.14989238876123176
8,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15
7,M,0.35567063706516566,0.2719675758935353,0.08522998102191937,0.21886744325223498,0.08946272646577837,0.05893582968123209,0.1502557507788629
8,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15
8,F,0.35498563955324214,0.27444529028874975,0.08542647875043113,0.22814465561655695,0.09102149498150065,0.06104614773260138,0.15079042357270458
7,I,0.354132482715015,0.27531972953793205,0.0848358453351782,0.21992211172498535,0.0920408593147279,0.061235166265243876,0.14670958503345571
8,F,0.3605369138701202,0.2798935267714382,0.09000176578308541,0.23391977019034382,0.08687803899957539,0.03830151035192998,0.09036079070773162
7,M,0.35944472076958517,0.27803423768538105,0.089830893811274,0.22757507809455704,0.08595537034832247,0.039366233168808884,0.08951680239932723
8,F,0.359306491798668,0.2805255680505027,0.08930852060740123,0.23297122676172527,0.08774397793266707,0.03929295277550535,0.09069130747800894
8,F,0.359912541443074,0.27920410869109696,0.09004003722458319,0.2284636589301333,0.08870278974927287,0.03692850790354141,0.09049228674410212
8,I,0.3599166692707142,0.27870356207010116,0.08965774695362161,0.23326697914431097,0.0903658928314663,0.04159719438543834,0.09065526326746334
8,F,0.3608646409214185,0.2801684260637699,0.09016950701340508,0.22851639537064172,0.08644107780270424,0.03920377201176875,0.08946403553608612
8,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09
7,I,0.37544316891270124,0.3057186074687396,0.11533266561035116,0.2731847038830846,0.08937174407083462,0.07545006567871669,0.09128757198869863
8,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09
7,F,0.3745208855803725,0.3062106567857292,0.11523955636476932,0.2724526305609915,0.09864834075780868,0.07307766163141509,0.09081027213288476
8,I,0.3723586575952393,0.30334654458386584,0.11517257281011589,0.2655519241633005,0.09150669853725302,0.07592442543918083,0.0905546712320617
7,F,0.3765372861444728,0.30570076950072433,0.11465106152226444,0.27768422068950227,0.09416320385201313,0.07342833095858026,0.09168131352987755
8,M,0.37410002688885113,0.3046156651021122,0.11515692371766278,0.27013150951303055,0.09154466141243986,0.07144541082297749,0.0879270467436431
8,I,0.3766385231634011,0.30652896573797833,0.11512418849637852,0.26914075360874345,0.09078237729297865,0.07337962183500178,0.09052239032148293
8,F,0.42580831303031486,0.3003488286795046,0.09561556358832986,0.3571705426233311,0.13948575009726097,0.07733559505130151,0.11848800229223864
8,F,0.42510268482063784,0.2994591383783459,0.09413368393759039,0.34912399594451793,0.14260448692539696,0.07866735423478238,0.12097731987406378
8,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
7,M,0.42266876156956884,0.2998035973406187,0.0948169084941464,0.3507768214097817,0.1416117933572344,0.07763015961949009,0.12049289113440635
7,F,0.42604058012199864,0.3006180889981639,0.095021681923408,0.35188308178019423,0.14683157198698932,0.07657723030149793,0.11899841599414382
8,F,0.42737645485470255,0.3010925534797035,0.09522597162974604,0.34824069206536834,0.14061499323619484,0.07799022016561943,0.1201314915434108
7,M,0.42523406869694397,0.3014835946285327,0.09444215097249234,0.3504904023753091,0.1380913004087001,0.07928988205415188,0.12025036236999555
8,M,0.43452965229627327,0.33892224971969387,0.10998647173551794,0.3873491066533148,0.14981988259306697,0.0863232246434029,0.12097519920208562
7,M,0.43454023666067837,0.33905134862369374,0.10983482545783797,0.3712533222815868,0.14695552284151125,0.0844494289784364,0.12003345791499626
8,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12
7,F,0.4355289739319159,0.3401337157250716,0.10937887052484457,0.3804974241402442,0.15360378706873812,0.08621192842819494,0.12035442684488361
7,I,0.4342382598128407,0.3388178374762372,0.10983141991103773,0.3825643551540254,0.15116636676340986,0.08545297034331893,0.11755211962456168
7,F,0.4359755303771853,0.33975152995574537,0.11041763032220038,0.39039428073773524,0.1490351966457374,0.08556848333238701,0.11998977143154556
8,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12
8,M,0.44983586923906543,0.35366734346462386,0.11005380157862682,0.45990408770799973,0.1943313937162535,0.06827419801854817,0.13921135828335812
8,M,0.44934388358536664,0.354394387332417,0.1105497148212112,0.4588592499419841,0.1942542054300142,0.06606655978442603,0.14018456603021726
7,F,0.4496364784062727,0.35529896168868486,0.11084146234005435,0.4584911657222479,0.20011104717905587,0.06542453313312822,0.13940799256107245
8,F,0.45050941920387333,0.35450204902379695,0.10935344348223155,0.45511204347331774,0.1936469793251873,0.06730046134309822,0.14010760380996246
8,M,0.4497430240704256,0.3532194699200688,0.10997107249696535,0.4566526112294572,0.19317149814357568,0.06755077051727472,0.14148411433953112
